"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
"107","Snatch","7.801","8309","Released","2000-09-01","83557872","103","False","/ysKahAEPP8h6MInuLjr0xuZOTjh.jpg","10000000","","tt0208092","en","Snatch","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","36.73","/56mOJth6DJ6JhgoE2jtpilVqJO.jpg","Stealin' stones and breakin' bones.","Crime, Comedy","SKA Films, Columbia Pictures, Screen Gems","United Kingdom, United States of America","English, Russian","robbery, trailer park, england, gypsy, gambling, bare knuckle boxing, slang, antwerp, pig, gangster, boxer, underground fighting, diamond heist, pikey"
"138832","We're the Millers","6.814","8306","Released","2013-08-07","269994119","110","False","/soxvAxlPTp3ATvvza4jSwzFUUEV.jpg","37000000","http://werethemillers.warnerbros.com","tt1723121","en","We're the Millers","A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.","32.293","/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg","If anyone asks.","Comedy, Crime","Vincent Newman Entertainment, New Line Cinema, Newman/Tooley Films, Slap Happy Productions (II), BenderSpink, Heyday Films, Warner Bros. Pictures, Warner Bros. Entertainment","United States of America","English","drug dealer, mexico, drug smuggling, fireworks, camping, denver, colorado, carnival, witness protection, stripper, road trip, breaking the fourth wall, marijuana, drug stealing, man child, drugs, drug lord, first kiss, strip tease, dea, homeless girl, drug syndicate, drug gang, 4th of july, drug money, pretend family, rv"
"50619","The Twilight Saga: Breaking Dawn - Part 1","6.201","8228","Released","2011-11-16","712171856","117","False","/yLpMWckfrzRiNZxB2tgBa5TkUKh.jpg","110000000","http://www.breakingdawn-themovie.com/","tt1324999","en","The Twilight Saga: Breaking Dawn - Part 1","The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.","79.868","/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg","Forever is just the beginning","Adventure, Fantasy, Romance","Summit Entertainment, Sunswept Entertainment, TSBD Canada Productions, TSBD Louisiana, TSBD Productions, Temple Hill Entertainment, Total Entertainment","United States of America","English, Portuguese","based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel"
"24021","The Twilight Saga: Eclipse","6.214","8226","Released","2010-06-23","698491347","124","False","/r4OqScx7hVXsG1obaJjJKJNaxHT.jpg","68000000","http://eclipsethemovie.com","tt1325004","en","The Twilight Saga: Eclipse","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","55.604","/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg","It all begins... with a choice.","Adventure, Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Maverick Films, Sunswept Entertainment","United States of America","English","based on novel or book, immortality, vampire, bite, graduation, teen movie, werewolf, based on young adult novel, supernatural power, vampire human love"
"68724","Elysium","6.499","8224","Released","2013-08-07","286140700","109","False","/xjnxyYqsgRDF9NmuNF19kHHu0Yg.jpg","115000000","","tt1535108","en","Elysium","In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.","29.224","/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg","He can save us all.","Science Fiction, Action, Drama, Thriller","Genre Films, TriStar Pictures, MRC, QED International, Alpha Core, Simon Kinberg Productions, Sony Pictures","United States of America","English","future, dystopia, space station, class conflict"
"3933","Corpse Bride","7.527","8216","Released","2005-09-12","118133252","77","False","/tkWDQppuVNXOxR6ICqESsKCthOm.jpg","40000000","http://corpsebridemovie.warnerbros.com/","tt0121164","en","Corpse Bride","Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.","77.94","/isb2Qow76GpqYmsSyfdMfsYAjts.jpg","There's been a grave misunderstanding.","Romance, Fantasy, Animation","Tim Burton Productions, Laika Entertainment, Patalex Productions, Warner Bros. Pictures, Will Vinton Studios, Tim Burton Animation Company","United States of America","English","skeleton, love triangle, cheating, wedding vows, shyness, arranged marriage, marriage, grave, musical, wedding ring, money, stop motion, wedding, corpse, wedding ceremony, playing piano, parents, dark fantasy, ring, scoundrel, 19th century, underworld"
"177677","Mission: Impossible - Rogue Nation","7.19","8182","Released","2015-07-23","682716636","131","False","/39gQ0wzN2N2VPLgwpzr3ebbh0jl.jpg","150000000","","tt2381249","en","Mission: Impossible - Rogue Nation","Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.","64.814","/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg","Desperate times. Desperate measures.","Action, Adventure","Paramount, Bad Robot, Odin, Skydance","United States of America","German, English, Swedish","mission, london, england, spy, morocco, villain, austria, europe, sequel, conspiracy, vienna, austria, vienna opera"
"156022","The Equalizer","7.247","8145","Released","2014-09-24","192330738","132","False","/wHytVsfAZsVDAcABd6iQGmE2j29.jpg","55000000","https://www.sonypictures.com/movies/theequalizer","tt0455944","en","The Equalizer","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.","186.613","/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg","What do you see when you look at me?","Thriller, Action, Crime","Lonetree Entertainment, Columbia Pictures, Village Roadshow Pictures, Escape Artists, LStar Capital, Mace Neufeld Productions","United States of America","English","assassin, corruption, hitman, call girl, sadism, hostage, gangster, fbi, gore, remake, sociopath, revenge, vigilante, organized crime, teenage prostitute, commando, interrogation, surveillance, fake death, ex soldier, loner, black ops, hand to hand combat, mysterious past, vigilante justice"
"45269","The King's Speech","7.74","8145","Released","2010-11-26","414211549","118","False","/5eb7l7AE2yU0mvb38fR5qLNhDDH.jpg","15000000","http://www.kingsspeech.com/","tt1504320","en","The King's Speech","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","29.833","/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg","Find your voice.","Drama, History","The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, See-Saw Films, Bedlam Productions","United Kingdom, United States of America","English","great britain, marriage, stutter, monarchy, palace, radio, radio transmission, royal family, based on true story, death of father, speech, royalty, historical fiction, 1930s, british royal family, british monarchy, winston churchill, speech therapy, corgi"
"620","Ghostbusters","7.467","8143","Released","1984-06-08","296187079","107","False","/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg","30000000","http://www.ghostbusters.com/","tt0087332","en","Ghostbusters","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","29.78","/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg","They ain't afraid of no ghost.","Comedy, Fantasy","Columbia Pictures, Delphi Films, Black Rhino Productions","United States of America","English","new york city, environmental protection agency, library, supernatural, paranormal phenomena, loser, slime, gatekeeper, nerd, giant monster, haunting, hybrid, possession, mythology, horror spoof, paranormal investigation, urban setting, super power, receptionist, world trade center, ghost, duringcreditsstinger, ghostbusters"
"109439","The Hangover Part III","6.211","8097","Released","2013-05-23","362000072","100","False","/o8ZS811VjYbBi4pRYwILLdWCVey.jpg","103000000","","tt1951261","en","The Hangover Part III","This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.","48.629","/vtxuPWkdllLNLVyGjKYa267ntuH.jpg","It all ends.","Comedy","Green Hat Films, Legendary Pictures, BenderSpink","United States of America","English","las vegas"
"954","Mission: Impossible","6.968","8089","Released","1996-05-22","457731198","110","False","/sra8XnL96OyLHENcglmZJg6HA8z.jpg","80000000","","tt0117060","en","Mission: Impossible","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.","44.884","/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg","Expect the impossible.","Adventure, Action, Thriller","Paramount, Cruise/Wagner Productions","United States of America","English, French, Czech","mission, london, england, cia, computer, paris, france, undercover, espionage, secret mission, arms deal, spy, secret identity, headquarter, embassy, secret base, prague, czech republic, secret agent, tgv, terrorism, agent"
"466282","To All the Boys I've Loved Before","7.642","8045","Released","2018-08-16","0","100","False","/xXhta1NIKn09IXy0mfp68cabdWS.jpg","0","https://www.netflix.com/title/80203147","tt3846674","en","To All the Boys I've Loved Before","Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.","38.926","/hKHZhUbIyUAjcSrqJThFGYIR6kI.jpg","The letters are out.","Comedy, Romance","Awesomeness Films, Overbrook Entertainment","United States of America","English","high school, based on novel or book, love letter, romance, first love, lost mother, woman director, sisterhood, pretend relationship, based on young adult novel, asian american"
"76492","Hotel Transylvania","7.0","8037","Released","2012-09-20","358375603","91","False","/9N3KKOKpqEFe9GhHaIVHwk9N1Y.jpg","85000000","http://www.sonypictures.com/movies/hoteltransylvania/","tt0837562","en","Hotel Transylvania","Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!","50.394","/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg","Even monsters need a vacation","Animation, Comedy, Family, Fantasy","Columbia Pictures, Sony Pictures Animation","United States of America","English","hotel, witch, vampire, romance, love, zombie, invisible person, duringcreditsstinger, nosferatu, protective father, magical creature, father daughter relationship"
"254128","San Andreas","6.229","8036","Released","2015-05-27","473990832","114","False","/zcySy6dnSmyqiichtDgO7AEeZoq.jpg","110000000","http://www.sanandreasmovie.com/","tt2126355","en","San Andreas","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","142.742","/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg","A rescue pilot survived an earthquake, this is what happens next","Action, Drama, Thriller","New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures","Canada, United States of America, Australia","English","california, earthquake, disaster, tidal wave, catastrophe, disaster movie, san andreas, california, helicopter crash, rescue operation, 末日"
"281338","War for the Planet of the Apes","7.16","8030","Released","2017-07-11","490719763","140","False","/ulMscezy9YX0bhknvJbZoUgQxO5.jpg","150000000","http://www.foxmovies.com/movies/war-for-the-planet-of-the-apes","tt3450958","en","War for the Planet of the Apes","Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","41.094","/ijQHiImv16vNSeZQsmih04kwn0C.jpg","For freedom. For family. For the planet.","Drama, Science Fiction, War","20th Century Fox, TSG Entertainment, Chernin Entertainment","Canada, United States of America, New Zealand","English","suicide, based on novel or book, slavery, sequel, anthropomorphism, revenge, ape, avalanche, virus, father son relationship, 2040s"
"474350","It Chapter Two","6.854","8021","Released","2019-09-04","473122525","169","False","/8moTOzunF7p40oR5XhlDvJckOSW.jpg","79000000","http://www.it-movie.net/","tt7349950","en","It Chapter Two","27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.","72.553","/zfE0R94v1E8cuKAerbskfD3VfUt.jpg","You'll Float Again","Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Double Dream, Rideback","United States of America","English","based on novel or book, clown, carnival, sequel, remake, maine, creature, fear, lgbt, ancient evil, loss of a friend"
"300668","Annihilation","6.398","8014","Released","2018-02-22","43070915","115","False","/vYs1YGalB8IEXxdxDtqkL0vfHjO.jpg","40000000","http://annihilationmovie.com","tt2798920","en","Annihilation","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","32.793","/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg","Fear what's inside.","Science Fiction, Horror","DNA Films, Paramount, Scott Rudin Productions, Skydance","United Kingdom, United States of America","English","depression, florida, quarantine, coma, based on novel or book, mutation, self-destruction, professor, dna, expedition, transformation, alligator, hybrid, swamp, meteor, grief, physicist, cancer, memory loss, psychologist, scientist, paramedic, missing person, beast, geologist, biologist, unusual phenomena, compound, missing husband, fauna, mysterious life form, flora"
"180","Minority Report","7.3","8013","Released","2002-06-20","358372926","145","False","/qq4H9JfBKQ5DarMLI6lhUQjn9D7.jpg","102000000","","tt0181689","en","Minority Report","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","30.06","/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg","The system is perfect until it comes after you.","Action, Thriller, Science Fiction, Mystery","Digital Image Associates, Cruise/Wagner Productions, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Amblin Entertainment, 20th Century Fox, DreamWorks Pictures","United States of America","English, Swedish","washington dc, usa, police chief, precognition, hologram, futuristic, murder, conspiracy, police chase, drugs, home video, based on short story, ex-husband ex-wife relationship, mentor protégé relationship, tech noir, stasis, prevention, missing son, future noir, loss of child, surveillance state, psychic vision, conspiracy thriller, 2050s"
"152532","Dallas Buyers Club","7.932","8004","Released","2013-11-01","55736588","117","False","/jHwASc8hBtdfRGUmxS6pq5mHiyN.jpg","5000000","","tt0790636","en","Dallas Buyers Club","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.","20.121","/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg","Sometimes it takes a hustler to change the world","Drama, History","Truth Entertainment, Voltage Pictures, CE, Evolution Independent, R² Films, Rainmaker Films, Focus Features","United States of America","English, Japanese","aids, homophobia, rodeo, texas, biography, dallas texas, based on true story, hiv, drugs, lgbt, treatment, 1980s, trans woman"
"453395","Doctor Strange in the Multiverse of Madness","7.355","7991","Released","2022-05-04","955775804","126","False","/jhXwGdyj2f5ZxCYZBKfBNcGBbWx.jpg","200000000","https://www.marvel.com/movies/doctor-strange-in-the-multiverse-of-madness","tt9419884","en","Doctor Strange in the Multiverse of Madness","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.","96.53","/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg","Enter a new dimension of Strange.","Fantasy, Action, Adventure","Marvel Studios, Kevin Feige Productions","United States of America","Cantonese, English, Spanish","magic, superhero, based on comic, alternate reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
"8373","Transformers: Revenge of the Fallen","6.2","7939","Released","2009-06-19","836303693","149","False","/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg","200000000","","tt1055369","en","Transformers: Revenge of the Fallen","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","14.169","/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg","Revenge is coming.","Science Fiction, Action, Adventure","DreamWorks Pictures, Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions","United States of America","Spanish, English","egypt, chaos, sun, tank, symbol, alien, artifact, revenge, based on toy, robot, duringcreditsstinger, transformers"
"512200","Jumanji: The Next Level","6.931","7932","Released","2019-12-04","801693929","123","False","/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg","125000000","https://www.sonypictures.com/movies/jumanjithenextlevel","tt7975244","en","Jumanji: The Next Level","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.","38.772","/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg","","Adventure, Comedy, Fantasy","Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency","United States of America","English","magic, animal attack, body-swap, adventurer, superhuman strength, duringcreditsstinger, action hero, trapped in a game"
"10625","Mean Girls","7.186","7931","Released","2004-04-30","130126277","97","False","/xfOB4nbbVMWC0F2v6AxwWH5BIOI.jpg","17000000","http://www.meangirls.com/","tt0377092","en","Mean Girls","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","56.332","/2ZkuQXvVhh45uSvkBej4S7Ix1NJ.jpg","Welcome to girl world.","Comedy","Broadway Video, Paramount, M.G. Films","Canada, United States of America","Swahili, English, German, Vietnamese","based on novel or book, africa, illinois, female friendship, bullying, coming of age, prom, teenage girl, fish out of water, best friend, math teacher, gossip, clique, former best friend, teen comedy, exploitation of friendship, public humiliation, high school rivalry, new girl at school, teenage life, christmas, manipulative friend, math genius, female bully, teenage friendship, teenager, hilarious"
"348350","Solo: A Star Wars Story","6.563","7904","Released","2018-05-15","392952373","135","False","/ojHCeDULAkQK25700fhRU75Tur2.jpg","250000000","https://www.starwars.com/films/solo","tt3778644","en","Solo: A Star Wars Story","Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.","55.759","/3IGbjc5ZC5yxim5W0sFING2kdcz.jpg","Never tell him the odds.","Science Fiction, Adventure, Action","Lucasfilm Ltd., Allison Shearmur Productions, Imagine Entertainment","United States of America","English","spacecraft, smuggling (contraband), prequel, spin off, space opera"
"158015","The Purge","6.25","7870","Released","2013-05-31","89328627","86","False","/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg","3000000","","tt2184339","en","The Purge","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.","33.071","/x6hwbnR2nGacSzljqYaXY25w1Me.jpg","One night a year, all crime is legal.","Science Fiction, Horror, Thriller","Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions","France, United States of America","English","california, dystopia, barricade, bloody fight, home invasion, blood lust, rich vs poor, constitutional convention, legalized murder, social allegory, bloody, bloody death, bloody deaths, family's house, ethan hawke"
"87101","Terminator Genisys","5.924","7870","Released","2015-06-23","440603537","126","False","/g4a5YLWwi6OCp8TcvxsUNrXMbN5.jpg","155000000","https://www.paramount.com/movies/terminator-genisys","tt1340138","en","Terminator Genisys","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.","67.345","/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg","Reset the future","Science Fiction, Action, Thriller, Adventure","Skydance, Paramount, Annapurna Pictures","Canada, United States of America","English","future, artificial intelligence (a.i.), saving the world, cyborg, killer robot, dystopia, time travel, sequel, robot, duringcreditsstinger, terminator"
"391713","Lady Bird","7.271","7861","Released","2017-09-01","78966486","94","False","/pcWxKfFNCznTKYy0E8M9nG1cwL4.jpg","10000000","http://ladybird.movie","tt4925292","en","Lady Bird","Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.","25.85","/iySFtKLrWvVzXzlFj7x1zalxi5G.jpg","","Drama, Comedy","IAC Films, Scott Rudin Productions, Entertainment 360","United States of America","English","friendship, loss of virginity, coming of age, teen angst, high school graduation, teenage girl, best friend, loss of job, high school student, catholic school, first love, sacramento, woman director, father daughter relationship, mother daughter relationship, college applications, 2000s, empathetic"
"273481","Sicario","7.39","7836","Released","2015-09-17","84872444","122","False","/4NdAMnBwSAaSsUjoXkcU5aW28RF.jpg","30000000","https://www.lionsgate.com/movies/sicario","tt3397884","en","Sicario","An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.","43.821","/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg","The border is just another line to cross.","Action, Crime, Thriller","Thunder Road, Black Label Media, Lionsgate","Mexico, United States of America","Spanish, English","cia, mexico, bomb, fbi, smoking, texas, border, murder, dirty cop, football (soccer), drugs, night vision, death of daughter, tunnel, el paso, moral dilemma, neo-noir, death of wife, mexican cartel, secret tunnel"
"464052","Wonder Woman 1984","6.478","7835","Released","2020-12-16","169601036","151","False","/egg7KFi18TSQc1s24RMmR9i2zO6.jpg","200000000","https://www.warnerbros.com/movies/wonder-woman-1984","tt7126948","en","Wonder Woman 1984","A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.","48.128","/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg","A new era of wonder begins.","Action, Adventure, Fantasy","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment","United States of America","English","superhero, based on comic, 1980s, action hero, dc extended universe (dceu)"
"126889","Alien: Covenant","6.1","7822","Released","2017-05-09","240891763","122","False","/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg","97000000","https://www.20thcenturystudios.com/movies/alien-covenant","tt2316204","en","Alien: Covenant","Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.","92.533","/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg","The path to paradise begins in hell.","Science Fiction, Horror, Mystery","Scott Free Productions, Brandywine Productions, 20th Century Fox","United Kingdom, United States of America","English, German","android, spacecraft, experiment, space travel, infection, engineer, alien life-form, sequel, alien, space, creature, robot, scientist, genocide, creation, acid, xenomorph, alien technology, genetic mutation"
"450465","Glass","6.677","7793","Released","2019-01-16","246999039","129","False","/ngBFDOsx13sFXiMweDoL54XYknR.jpg","20000000","https://www.glassmovie.com","tt6823368","en","Glass","In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.","31.843","/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg","You Cannot Contain What You Are","Thriller, Drama, Science Fiction","Universal Pictures, Blumhouse Productions, Blinding Edge Pictures, Buena Vista International, Perfect World Pictures","United States of America","English, Spanish","superhero, villain, sequel, psychiatric hospital, comic book shop, super power, mental illness, multiple personality, dissociative identity disorder, surveillance specialist"
"670","Oldboy","8.274","7790","Released","2003-11-21","15194593","120","False","/sdwjQEM869JFwMytTmvr6ggvaUl.jpg","3000000","","tt0364569","ko","올드보이","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.","53.128","/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg","Laugh, and the world laughs with you. Weep, and you weep alone.","Drama, Thriller, Mystery, Action","Show East, CJ Entertainment, Egg Film, Cineclick Asia","South Korea","Korean","daughter, rage and hate, hostility, transformation, imprisonment, dark comedy, hypnosis, sushi restaurant, notebook, time, sin, alcoholism, flashback, revenge, loneliness, torture, based on manga, urination, rage, anger, catholic, incest, hopeless, captivity, neo-noir, father daughter relationship, asian origins, remade, south korea, hammer, driven to suicide, audacious, pessimistic"
"537915","After","7.137","7781","Released","2019-04-11","69497587","106","False","/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg","14000000","","tt4126476","en","After","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","155.287","/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg","After your first, life is never the same.","Romance, Drama","CalMaple Films, Wattpad, Offspring Entertainment, Diamond Film Productions, Voltage Pictures, Frayed Pages Entertainment","United States of America","English","based on novel or book, love, teenage crush"
"122906","About Time","7.905","7781","Released","2013-09-04","87100449","123","False","/5ZoFGrFCKP0QrcfVwOIHiAwunBg.jpg","12000000","","tt2194499","en","About Time","The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.","35.707","/iR1bVfURbN7r1C46WHFbwCkVve.jpg","What if every moment in life came with a second chance?","Drama, Romance, Fantasy","Working Title Films, Translux, Universal Pictures, Relativity Media","United Kingdom","English","london, england, parent child relationship, time travel, family secrets, cornwall, england, love, family, second chance, time-manipulation, celebratory"
"402900","Ocean's Eight","6.985","7780","Released","2018-06-07","297718711","111","False","/w9QfTrYmtoA96zJlVNvjS8eucf8.jpg","70000000","https://www.warnerbros.com/movies/oceans-8","tt5164214","en","Ocean's Eight","Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.","30.268","/MvYpKlpFukTivnlBhizGbkAe3v.jpg","Every con has its pros","Crime, Comedy, Action","Village Roadshow Pictures, Warner Bros. Pictures, Larger Than Life Productions, Rahway Road Productions, Smoke House Pictures","United States of America","English, German","new york city, heist, spin off, estranged sister, the met gala"
"50646","Crazy, Stupid, Love.","7.3","7773","Released","2011-07-29","145079584","118","False","/d7BzfMl7vtNAtXIBmS8oWzo5pVe.jpg","50000000","http://crazystupidlove.warnerbros.com/index.html","tt1570728","en","Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.","39.835","/p4RafgAPk558muOjnBMHhMArjS2.jpg","This is crazy. This is stupid. This is love.","Comedy, Drama, Romance","Warner Bros. Pictures","United States of America","English","friendship, soulmates, marriage crisis, midlife crisis, babysitter, womanizer, law school, los angeles, california, middle school, relationship, love affair, divorcee, teenage love"
